brandName,categories/2,categories/3,itemId,itemSoldCntShow,itemUrl,location,name,nid,originalPrice,price,priceShow,ratingScore,review,sellerId,sellerName,skuId
No Brand,10002140,10002445,434669446,115 sold,//www.daraz.pk/products/315-i434669446.html,Khyber Pakhtunkhwa,Fruitien Noodles Chat Pata - 35G ( Pack of 12),434669446,,490,Rs. 490,4.764705882,17,6.01E+12,AK & Sons Traders,2085731878
MIABC,10002142,10002450,481022197,197 sold,//www.daraz.pk/products/pack-of-6-indonesian-noodles-instant-noodles-hot-and-spicy-noodles-instant-fried-noodles-flavour-noodles-fiery-noodles-abc-noodles-three-spicy-cheese-flavour-and-three-mi-instan-goreng-noodles-different-flavour-noodles-in-one-pack-pack-of-i481022197.html,Sindh,Pack of 6 Indonesian Noodles - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Abc Noodles Three Spicy Cheese Flavour And  Three Mi Instan Goreng Noodles - Different Flavour Noodles In One Pack (Pack Of 6),481022197,1200,1099,"Rs. 1,099",4.68,25,6.01E+12,ABC Noodles,2258080560
No Brand,10002142,10002450,535553875,13 sold,//www.daraz.pk/products/samyang-blackcreamy-noodles-pack-of-2-creamy-carbo-ramen-hot-chicken-ramen-noodles-130g140g-imported-noodles-korean-noodles-i535553875.html,Punjab,Samyang Black+Creamy Noodles (Pack of 2) Creamy Carbo Ramen+ Hot Chicken Ramen Noodles 130g+140g Imported Noodles Korean Noodles,535553875,1199,1125,"Rs. 1,125",5,2,6.01E+12,Thebab,2514024840
No Brand,10002142,10002450,473211080,37 sold,//www.daraz.pk/products/samyang-korean-ramen-5-different-noodles-blackredpinkyellowgreen-pack-of-5-5-flavours-korean-noodles-imported-noodles-i473211080.html,Punjab,Samyang Korean Ramen 5 Different Noodles (Black+Red+Pink+Yellow+Green) Pack Of 5 (5 Flavours) Korean Noodles Imported Noodles,473211080,3500,2699,"Rs. 2,699",4.8,5,6.01E+12,Hadi's Global Mart,2233581911
No Brand,10002140,10002445,371841340,290 sold,//www.daraz.pk/products/ramen-buldak-cheese-hot-chicken-flavor-noodles-140g-1pc-i371841340.html,Sindh,Samyyang Hot Chicken Flavor Ramen Halal Noodles Yellow 140g 1pc,371841340,700,579,Rs. 579,4.833333333,18,6.01E+12,AAR-STORE,2253718152
PHIRSAY,10002142,10002450,425379487,72 sold,//www.daraz.pk/products/indomie-chicken-curry-flavor-noodles-pack-of-5-i425379487.html,Sindh,"Indomie Chicken Curry Flavor Noodles, Pack of 5",425379487,,1699,"Rs. 1,699",4.444444444,9,6.01E+12,PHIRSAY,2283772397
No Brand,10002142,10002450,379209912,21 sold,//www.daraz.pk/products/samyang-korean-noodles-4-different-ramen-redblackpinkgreen-korean-noodles-i379209912.html,Punjab,Samyang Korean Noodles 4 Different Ramen (Red+Black+Pink+Green) Korean Noodles,379209912,2500,2149,"Rs. 2,149",4,1,6.01E+12,H&H Grocers,1870609363
No Brand,10002140,10002445,359243914,120 sold,//www.daraz.pk/products/1x10-i359243914.html,Islamabad,"Samyangg Seafood Party Korean Style Ramen Noodle Soup, 125g X 1 Packs 1",359243914,750,550,Rs. 550,4.5,8,6.01E+12,Choco Shop,1803379792
No Brand,10002142,10002450,291351135,211 sold,//www.daraz.pk/products/noodi-special-chicken-flavor-instant-noodles-70g-pack-of-5-noodles-available-in-10-exciting-flavors-i291351135.html,Sindh,"Noodi Special Chicken Flavor Instant Noodles, 70g, Pack of 5 Noodles (Available in 10 Exciting Flavors)",291351135,999,699,Rs. 699,4.725,40,6.01E+12,Sinan Enterprise,1565788524
No Brand,10002142,10002450,371838826,44 sold,//www.daraz.pk/products/140-1-i371838826.html,Sindh,Ramen Hot Chicken Flavor Noodles Black 140g 1pc,371838826,700,579,Rs. 579,,,6.01E+12,AAR-STORE,2283297111
No Brand,10002140,10002445,434654863,72 sold,//www.daraz.pk/products/70-i434654863.html,Khyber Pakhtunkhwa,Fruitien Noodles Chicken - 70g ( Pack of 6 Big Size Noodles),434654863,620,460,Rs. 460,4.888888889,9,6.01E+12,AK & Sons Traders,2084945988
No Brand,10002140,10002445,479428802,22 sold,//www.daraz.pk/products/24-24-i479428802.html,Sindh,Pack Of 24 Chatpata & 24 Chicken Noodles Free Gift,479428802,,2250,"Rs. 2,250",,,6.01E+12,Mujeeb Malik Store,2249407311
No Brand,10002142,10002450,566642559,,//www.daraz.pk/products/66-i566642559.html,Punjab,NISSIN Cup Noodles Beef 66g,566642559,,599,Rs. 599,,,6.01E+12,Elite Stock,2619583492
No Brand,10002140,10002445,587883595,27 sold,//www.daraz.pk/products/samyang-sutah-ramen-noodle-120g-i587883595.html,Punjab,Samyang Sutah Ramen Noodle - 120g,587883595,,650,Rs. 650,5,2,6.01E+12,Bin Khawar Mart,2710602063
No Brand,10002142,10002450,427759162,169 sold,//www.daraz.pk/products/75-5-i427759162.html,Punjab,Indomie Instant Noodles (Special Vegetable Flavour) (PACK OF 5),427759162,,1199,"Rs. 1,199",4.615384615,13,6.01E+12,Indomie Noodles Saudi Arabia,2093984486
No Brand,10002140,10002445,539793115,49 sold,//www.daraz.pk/products/3x-140-i539793115.html,Sindh,Samyang Hot Chicken Flavour Ramen 3x Spicy Noodle 140g,539793115,750,549,Rs. 549,4.5,6,6.01E+12,Infinate Option Store,2527042052
Ahmed Karachi Halva Merchant,10002140,10002445,178488621,619 sold,//www.daraz.pk/products/akhm-vermicelli-120gm-i178488621.html,Sindh,AKHM Vermicelli 120gm,178488621,,60,Rs. 60,4.919191919,99,7117,Naurus Online (Karachi),1429328159
No Brand,10002140,10002445,451825358,436 sold,//www.daraz.pk/products/2x-i451825358.html,Sindh,SAMYANG RAMEN NOODLES KOREAN 2X RED ( IMPORTED ),451825358,799,579,Rs. 579,4.292682927,41,6.01E+12,SUB KUCH MIL JAE GA,2147554601
No Brand,10002142,10002450,560774246,92 sold,//www.daraz.pk/products/1-1-i560774246.html,Punjab,indomie noodles chicken chatgra falvour 120 gm pack of 1 noodles,560774246,,131,Rs. 131,5,2,6.01E+12,Kashmiri 's store ,2594964259
Al fatah,10002140,10002445,470045175,18 sold,//www.daraz.pk/products/67-gm-afp-000360321-i470045175.html,Punjab,Alfatah Mall - NISSIN CUP NOODLES INSTANT CHICKEN 67 GM-AFP-000360321,470045175,495,430,Rs. 430,,,6.01E+12,Al-Fatah Mall,2217894713
MIABC,10002140,10002445,299519692,672 sold,//www.daraz.pk/products/14-pack-of-6-indonesian-instant-noodles-i299519692.html,Sindh,Pack of 6 Indonesian Noodles - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Fiery Noodles - Abc Noodles 6 Mi Instant Goreng - Flavour Noodles In One Pack - Instant Spicy Noodles Family Pack (Pack of 6),299519692,1200,949,Rs. 949,4.631578947,114,6.01E+12,ABC Noodles,1620015750
No Brand,10002142,10002450,257523605,166 sold,//www.daraz.pk/products/1-80-x-ksa-i257523605.html,Punjab,Indomie Special Fried Instant Noodles 80g x Pack of 1 ( KSA IMPORTE,257523605,370,339,Rs. 339,4.8,15,6.01E+12,Indomie Noodles Saudi Arabia,1474482907
No Brand,10002142,10002450,481264599,10 sold,//www.daraz.pk/products/4x65-i481264599.html,Khyber Pakhtunkhwa,Chatpata Flavour Noodles (4x65gm) Family pack,481264599,,500,Rs. 500,4,2,6.01E+12,Super General Store (KPK),2260003175
No Brand,10002140,10002445,122052781,3.2K sold,//www.daraz.pk/products/nongshim-shin-ramyun-noodles-i122052781.html,Punjab,Nongshim Shin Ramyun Noodles,122052781,,659,Rs. 659,4.766283525,261,1079714,M.M.ZAHOOR,1278070935
No Brand,10002140,10002445,425942592,830 sold,//www.daraz.pk/products/samyang-creamy-carbonara-noodles-130gm-korean-ramen-instant-noodles-imported-noodles-i425942592.html,Punjab,Samyang Creamy Carbonara Noodles 130gm Korean Ramen Instant Noodles Imported Noodles,425942592,699,585,Rs. 585,4.486842105,76,6.01E+12,Hadi's Global Mart,2083045196
No Brand,10002140,10002445,457124668,148 sold,//www.daraz.pk/products/-i457124668.html,Sindh,SAMYANG RAMEN NOODLES KIMCHI ( IMPORTED ),457124668,999,579,Rs. 579,4.416666667,12,6.01E+12,SUB KUCH MIL JAE GA,2164844442
No Brand,10002142,10002450,456889592,5 sold,//www.daraz.pk/products/2x-i456889592.html,Khyber Pakhtunkhwa,Blazing 2X spicer  Noodles,456889592,290,260,Rs. 260,,,6.01E+12,Al.Insaf Super General Store (KPK),2164057086
No Brand,10002140,10002445,481301537,5 sold,//www.daraz.pk/products/samyang-ramen-pack-of-2-deal-samyang-hot-chicken-ramen-2x-spicy-red-samyang-carbo-ramen-pink-140-grams-each-noodle-buldak-korean-ramen-spicy-korean-noodles-samyang-noodles-i481301537.html,Punjab,Samyang Ramen Pack of 2 DEAL | Samyang hot chicken Ramen 2x Spicy (Red) + Samyang Carbo Ramen (Pink) | 140 grams each Noodle | Buldak Korean Ramen | Spicy Korean Noodles | Samyang Noodles,481301537,1499,1250,"Rs. 1,250",,0,6.01E+12,Quik Shop,2260187090
No Brand,10002142,10002450,452228514,117 sold,//www.daraz.pk/products/samyang-korean-pink-carbonara-cheesy-flavor-ramen-noodles-130-gram-one-pack-instant-noodles-imported-noodles-korean-noodles-i452228514.html,Punjab,Samyang Korean Pink Carbonara (Cheesy) Flavor Ramen Noodles 130 Gram One Pack Instant Noodles Imported Noodles Korean Noodles,452228514,699,560,Rs. 560,4.636363636,11,6.01E+12,Hadi's Global Mart,2268475755
No Brand,10002142,10002450,363393106,368 sold,//www.daraz.pk/products/samayyang-instant-ramen-noodles-halal-certified-spicy-1pc-i363393106.html,Sindh,"SAMAYYANG INSTANT RAMEN NOODLES PINK, HALAL CERTIFIED, SPICY 1PC",363393106,,799,Rs. 799,4.617647059,34,16806,Jumbo Medical & General Store,1814445175
No Brand,10002142,10002450,423198537,495 sold,//www.daraz.pk/products/samyang-buldak-red-2x-spicy-noodles-140-grams-korean-ramen-imported-korean-noodles-i423198537.html,Punjab,Samyang BULDAK Red 2X Spicy Noodles 140 Grams Korean Ramen Imported Korean Noodles,423198537,699,550,Rs. 550,4.014492754,69,6.01E+12,Hadi's Global Mart,2083029991
No Brand,10002142,10002450,500532753,14 sold,//www.daraz.pk/products/samyang-korean-noodles-pack-of-2-samyang-habanero-lime-samyang-hot-chicken-ramen-buldak-ramen-samyang-noodles-instant-noodles-korean-noodles-i500532753.html,Punjab,Samyang Korean Noodles Pack of 2 ( Samyang Habanero Lime +Samyang Hot Chicken Ramen) | Buldak Ramen - Samyang Noodles - Instant Noodles - Korean Noodles,500532753,1099,1080,"Rs. 1,080",5,4,6.01E+12,Infinity Box,2391937096
PHIRSAY,10002142,10002450,425375849,59 sold,//www.daraz.pk/products/indomie-vegetable-flavour-noodles-pack-of-5-i425375849.html,Sindh,"Indomie Vegetable Flavour Noodles, Pack of 5",425375849,,1699,"Rs. 1,699",4.6,5,6.01E+12,PHIRSAY,2283792020
No Brand,10002142,10002450,439140587,,//www.daraz.pk/products/70-i439140587.html,Punjab,CHICKEN & CORN NOODLES KOKA 70 GM,439140587,,795,Rs. 795,,,6.01E+12,Noodles Supplier,2126109423
No Brand,10002142,10002450,257526586,143 sold,//www.daraz.pk/products/5-80-x-ksa-i257526586.html,Punjab,Indomie Special Fried Instant Noodles 80g x Pack of 5 ( KSA IMPORTE,257526586,1799,1599,"Rs. 1,599",4.909090909,11,6.01E+12,Indomie Noodles Saudi Arabia,2093981559
Al fatah,10002140,10002445,469954578,36 sold,//www.daraz.pk/products/72gm-afp-000436549-i469954578.html,Punjab,Alfatah Mall - KAI CUP NOODLE SPICY MALA 72GM-AFP-000436549,469954578,275,240,Rs. 240,,,6.01E+12,Al-Fatah Mall,2217392808
No Brand,10002142,10002450,560770451,38 sold,//www.daraz.pk/products/1-1-i560770451.html,Punjab,indomie noodles lemon tarka falvour 120 gm pack of 1 noodles,560770451,,131,Rs. 131,4.333333333,3,6.01E+12,Kashmiri 's store ,2595015192
No Brand,10002140,10002445,418365019,150 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-70-grams-pack-of-5-lemon-tarka-vegetable-flavour-i418365019.html,Sindh,Indomie Noodle | Instant Noodles 70 Grams | Pack of 5| (Lemon Tarka) Vegetable Flavour,418365019,499,449,Rs. 449,4.633333333,30,6.01E+12,OKHAI MART,1981953259
No Brand,10002142,10002450,563823277,8 sold,//www.daraz.pk/products/samyang-3x-spicy-ramen-extreme-spicy-noodles-pack-of-5-750-grams-korean-noodles-imported-noodles-instant-noodles-i563823277.html,Punjab,Samyang 3X Spicy Ramen (EXTREME SPICY) Noodles (Pack of 5) 750 grams Korean Noodles Imported Noodles Instant Noodles,563823277,2999,2799,"Rs. 2,799",,,6.01E+12,Hadi's Global Mart,2610194421
No Brand,10002142,10002450,602925626,8 sold,//www.daraz.pk/products/shin-ramyun-noodles-stir-fry-131-g-imported-noodles-i602925626.html,Punjab,Shin Ramyun noodles| Stir fry | 120g imported noodles| spicy tasty noodles in best quality,602925626,1080,850,Rs. 850,5,1,6.01E+12,SWEET-SPOT,2799090718
No Brand,10002142,10002450,432193682,15 sold,//www.daraz.pk/products/samyang-creamy-carbonara-noodles-260-gram-instant-noodles-pack-of-2-i432193682.html,Punjab,Samyang Creamy Carbonara Noodles 260 Gram Instant Noodles ( Pack of 2),432193682,1599,1199,"Rs. 1,199",5,1,6.01E+12,Sam'sClub,2063454036
MIABC,10002140,10002445,299070862,353 sold,//www.daraz.pk/products/mi-abc-salera-pedas-hot-semur-chicken-flavour-instant-noodles-instant-spicy-noodles-family-pack-pack-of-6-i299070862.html,Sindh,Pack of 6 Indonesian Noodles  - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles  - Fiery Noodles -  Abc Noodles 6 Selera Pedas -    Flavour Noodles In One Pack -  Instant Spicy Noodles Family Pack (Pack of 6),299070862,1499,949,Rs. 949,4.481481481,54,6.01E+12,ABC Noodles,1617292372
No Brand,10002142,10002450,477847959,22 sold,//www.daraz.pk/products/habanero-lime-ramen-faimly-pack-samyang-noodles-korean-noodles-i477847959.html,Sindh,Habanero Lime Ramen Faimly Pack Samyang Noodles Korean Noodles,477847959,,2500,"Rs. 2,500",,0,6.01E+12,The Max Mart,2241259584
No Brand,10002142,10002450,519328285,67 sold,//www.daraz.pk/products/samyang-korean-ramen-pack-of-5s-choose-flavors-of-your-choice-noodles-red-3x-spicy-red-2x-spicy-black-hot-chicken-pink-carbonara-creamy-carbonara-green-jjajang-yellow-cheese-original-spicy-extra-spicy-kimchi-vegetasty-soupy-korean-imported-i519328285.html,Punjab,"Samyang Korean Ramen (Pack of 5s) Choose Flavors of Your Choice Noodles (Red 3X Spicy, Red 2X Spicy, Black Hot Chicken, Pink Carbonara, Creamy Carbonara, Green Jjajang, Yellow Cheese, Original Spicy, Extra Spicy, Kimchi, Vegetasty Soupy Korean Imported",519328285,2999,2399,"Rs. 2,399",5,2,6.01E+12,ImpoSeller,2459093904
Family Foods,10002140,10002445,567097490,30 sold,//www.daraz.pk/products/noodles-masala-100-grams-i567097490.html,Punjab,Noodles Masala - 100 Grams,567097490,199,120,Rs. 120,3.666666667,3,22447,Family Store (Lahore),2621153978
No Brand,10002142,10002450,267638420,264 sold,//www.daraz.pk/products/samyang-green-jjajang-buldak-black-beaan-sauce-noodles-1-packet-140g-imported-korean-noodles-i267638420.html,Punjab,"Samyang Green Jjajang Buldak Black Beaan Sauce Noodles 1 Packet 140g, Imported Korean Noodles",267638420,699,540,Rs. 540,4.522727273,44,6.01E+12,Thebab,1482554735
MIABC,10002142,10002450,298894841,336 sold,//www.daraz.pk/products/mi-abc-salera-pedas-hot-semur-chicken-flavour-instant-noodles-instant-spicy-noodles-pack-of-2-i298894841.html,Sindh,Pack of 2 Indonesian Noodles  - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles  - Fiery Noodles -  Abc Noodles 2 Selera Pedas Noodles -  Flavour Noodles In One Pack -  Instant Spicy Noodles  (Pack of 2),298894841,500,305,Rs. 305,4.436619718,71,6.01E+12,ABC Noodles,1615919248
No Brand,10002142,10002450,518347477,11 sold,//www.daraz.pk/products/samyang-ramen-pink-carbocream-carbo-pack-of-2-pink-carbonara-creamy-carbo-noodles-130g140g-imported-noodles-korean-noodles-i518347477.html,Punjab,"Samyang Ramen (Pink Carbo+Cream Carbo) Pack of 2, Pink Carbonara+ Creamy Carbo Noodles 130g+140g Imported Noodles Korean Noodles",518347477,1499,1149,"Rs. 1,149",5,3,6.01E+12,Thebab,2454459407
MIABC,10002142,10002450,478674853,171 sold,//www.daraz.pk/products/pack-of-4-indonesian-noodles-spicy-cheese-flavour-instant-noodles-hot-and-spicy-noodles-instant-fried-noodles-flavour-noodles-spicy-noodles-85gm-pack-of-4-i478674853.html,Sindh,Pack of 4 Indonesian Noodles - Spicy Cheese Flavour - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Spicy Noodles (85gm) (Pack of 4),478674853,1000,899,Rs. 899,4.714285714,14,6.01E+12,ABC Noodles,2245564783
No Brand,10002140,10002445,433129008,9 sold,//www.daraz.pk/products/-i433129008.html,Sindh,Nissin Hot Chicken Rameen Noodles,433129008,880,680,Rs. 680,,0,1586,The Eye Shahs (Karachi),2073429754
Knorr,10002142,10002450,376184868,44.2K sold,//www.daraz.pk/products/pack-of-8-knorr-noodles-chicken-50g-i376184868.html,Punjab,Pack of 8 Knorr Noodles Chicken - 50G,376184868,400,368,Rs. 368,4.751371115,547,1000000,Daraz Retail Seller,1861761637
No Brand,10002142,10002450,286008708,309 sold,//www.daraz.pk/products/indomie-chicken-chatkhara-flavour-instant-noodles-120g-pack-of-5-noodles-i286008708.html,Sindh,"Indomie Chicken Chatkhara Flavour Instant Noodles, 120g, Pack of 5 Noodles",286008708,749,500,Rs. 500,4.7,60,6.01E+12,Sinan Enterprise,2249474109
Al fatah,10002140,10002445,470037066,13 sold,//www.daraz.pk/products/65-gm-afp-000013939-i470037066.html,Punjab,Alfatah Mall - SHAN SHOOP NOODLES CHATPATA 65 GM-AFP-000013939,470037066,65,55,Rs. 55,,0,6.01E+12,Al-Fatah Mall,2217888361
No Brand,10002142,10002450,481092013,,//www.daraz.pk/products/120-i481092013.html,Sindh,"Nissin Ramen Hot Carbo Noodles, 120g PINK",481092013,549,399,Rs. 399,2,1,6.01E+12,SUB KUCH MIL JAE GA,2259307801
No Brand,10002140,10002445,551175963,33 sold,//www.daraz.pk/products/540-i551175963.html,Khyber Pakhtunkhwa,"Samyang Hot Chicken Flavor Stew Ramen: Spicy and Satisfying at 540 Calories""",551175963,750,479,Rs. 479,5,2,6.01E+12,Crave Corner ,2566535735
No Brand,10002142,10002450,432827066,35 sold,//www.daraz.pk/products/samyang-ramen-black-bean-noodles-pack-of-2-280-gram-green-korean-imported-noodles-i432827066.html,Punjab,Samyang Ramen Black Bean Noodles (PACK OF 2) 280 Gram (GREEN) Korean Imported Noodles,432827066,,1199,"Rs. 1,199",5,3,6.01E+12,Sam'sClub,2069050265
No Brand,10002140,10002445,450208102,134 sold,//www.daraz.pk/products/korean-noodles-4-different-flavors-blackredpink-yellow-korean-ramen-deal-korean-imported-instant-noodles-i450208102.html,Punjab,"Korean Noodles 4 different flavors (Black,Red,pink & yellow)| Korean Ramen  Deal | Korean Imported Instant Noodles",450208102,3000,2049,"Rs. 2,049",5,23,6.01E+12,Grocer Store ,2143263067
No Brand,10002140,10002445,429205447,17 sold,//www.daraz.pk/products/-i429205447.html,Sindh,cho cho seafood noodle,429205447,,250,Rs. 250,4,2,11060,Amazing Thai (Karachi),2041131858
No Brand,10002142,10002450,451448939,52 sold,//www.daraz.pk/products/samyang-korean-original-orange-ramen-noodles-120gm-single-pack-instant-noodles-imported-noodles-i451448939.html,Punjab,Samyang Korean Original Orange Ramen Noodles 120gm Single Pack Instant Noodles Imported Noodles,451448939,599,499,Rs. 499,4.666666667,3,6.01E+12,ImpoSeller,2147014089
Shoop,10002142,10002450,449608601,1.7K sold,//www.daraz.pk/products/shoop-korean-cheese-140g-i449608601.html,Punjab,Shoop Korean Cheese 140g,449608601,300,258,Rs. 258,3.927777778,180,1000000,Daraz Retail Seller,2141598582
Al fatah,10002140,10002445,469951884,26 sold,//www.daraz.pk/products/260gm-afp-000264281-i469951884.html,Punjab,Alfatah Mall - KOLSON CHICKEN NOODLES 260GM-AFP-000264281,469951884,320,280,Rs. 280,5,1,6.01E+12,Al-Fatah Mall,2217401074
No Brand,10002142,10002450,460242932,11 sold,//www.daraz.pk/products/samyang-kimchi-noodles-pack-of-5-spicy-korean-instant-noodles-imported-noodles-i460242932.html,Punjab,Samyang Kimchi Noodles| Pack of 5 |Spicy Korean Instant Noodles|Imported Noodles| Ramen Noodles| family pack,460242932,3000,2449,"Rs. 2,449",4.666666667,3,6.01E+12,Grocer Store ,2182767718
Knorr,10002142,10002450,445748109,4.5K sold,//www.daraz.pk/products/knorr-noodles-chatpatta-300g-i445748109.html,Punjab,Knorr Noodles Chatpatta - 300G,445748109,299,275,Rs. 275,4.713513514,370,1000000,Daraz Retail Seller,2135344027
No Brand,10002142,10002450,512657232,,//www.daraz.pk/products/samyang-noodles-135-grams-instant-noodles-harbanero-lime-ramen-noodles-pack-of-1-imported-noodles-korean-noodles-i512657232.html,Punjab,Samyang Noodles 135 Grams | Instant Noodles | Harbanero Lime Ramen Noodles | Pack of 1) Imported Noodles Korean Noodles,512657232,599,539,Rs. 539,,,6.01E+12,Earnex,2438925714
No Brand,10002142,10002450,606275243,,//www.daraz.pk/products/70-i606275243.html,Sindh,indomie chicken chatkara flavour noodles 70g,606275243,,350,Rs. 350,,,6.01E+12, BEE_STORE,2806287934
No Brand,10002142,10002450,542669644,13 sold,//www.daraz.pk/products/samyangs-noodles-pack-of-6-different-noodles-super-combo-deal-6-different-flavors-korean-noodles-imported-noodles-i542669644.html,Punjab,Samyangs Noodles Pack Of 6 Different Noodles Super Combo Deal (6 Different Flavors) Korean Noodles Imported Noodles,542669644,3500,3199,"Rs. 3,199",2,1,6.01E+12,Earnex,2538945772
No Brand,10002142,10002450,457520413,117 sold,//www.daraz.pk/products/24-i457520413.html,Sindh,Pack Of 24 Chatpata Noodles Free Badam Delight Candy,457520413,,1380,"Rs. 1,380",3.769230769,13,6.01E+12,Shopping With Discount,2319124929
Shoop,10002142,10002450,449604870,2.4K sold,//www.daraz.pk/products/shoop-korean-chilli-blast-140g-i449604870.html,Punjab,Shoop Korean Chilli Blast 140g,449604870,300,262,Rs. 262,4.079710145,276,1000000,Daraz Retail Seller,2141598580
No Brand,10002142,10002450,449533518,164 sold,//www.daraz.pk/products/-i449533518.html,Punjab,NISSIN GEKIKARA RAMEN NOODLES (Premium Extra hot chicken and chicken bundle),449533518,1300,900,Rs. 900,4.526315789,19,6.01E+12,Elite Stock,2141240865
No Brand,10002142,10002450,604050354,,//www.daraz.pk/products/120-i604050354.html,Punjab,Kai Mala wok instant noodles 120g,604050354,,490,Rs. 490,,,6.01E+12,JAVEID MART,2791481030
No Brand,10002140,10002445,587310599,5 sold,//www.daraz.pk/products/flv-i587310599.html,Punjab,Myojo Instant Noodles - Mee Goreng Original Flv,587310599,,299,Rs. 299,,,1079714,M.M.ZAHOOR,2705715267
No Brand,10002140,10002445,480049689,5 sold,//www.daraz.pk/products/samyang-black-bean-jjajang-ramen-pack-of-2-140-grams-each-noodle-green-samyang-ramen-spicy-ramen-buldak-korean-ramen-spicy-korean-noodles-samyang-noodles-i480049689.html,Punjab,Samyang Black Bean Jjajang Ramen Pack of 2 | 140 grams each Noodle | Green Samyang Ramen | Spicy Ramen | Buldak Korean Ramen | Spicy Korean Noodles | Samyang Noodles,480049689,1500,1099,"Rs. 1,099",,,6.01E+12,Anaan,2255819421
No Brand,10002142,10002450,402145942,236 sold,//www.daraz.pk/products/yopokki-original-topokki-rice-cake-original-flavor-140-grams-korean-rice-cake-snacks-tteokbokki-halal-certified-i402145942.html,Punjab,Yopokki Original Topokki Rice Cake | Original Flavor | 140 Grams | Korean Rice Cake Snacks | Tteokbokki | Halal Certified,402145942,999,749,Rs. 749,4.260869565,23,6.01E+12,Anaan,1941273652
No Brand,10002142,10002450,227351394,1.2K sold,//www.daraz.pk/products/samyang-2x-spicy-fire-noodles-red-2-x-spicy-imported-korean-noodles-i227351394.html,Punjab,"Samyang 2X SPICY, FIRE NOODLES (RED, 2 X SPICY) Imported Korean Noodles",227351394,699,550,Rs. 550,4.187969925,133,6.01E+12,ImpoSeller,2147343152
PHIRSAY,10002140,10002445,437438216,48 sold,//www.daraz.pk/products/indomie-chicken-cup-noodles-60g-free-fork-inside-i437438216.html,Sindh,"Indomie Chicken Cup Noodles, 60g , FREE Fork Inside",437438216,,549,Rs. 549,5,2,6.01E+12,PHIRSAY,2104620517
No Brand,10002142,10002450,465520473,23 sold,//www.daraz.pk/products/2x-140-i465520473.html,Sindh,Samyang Noodles 2X Spice Hot Chicken140Gm,465520473,,543,Rs. 543,4,1,6.01E+12,MANZOOR QADRI,2199407130
No Brand,10002142,10002450,451478494,20 sold,//www.daraz.pk/products/samyang-korean-ramen-6-different-flavors-noodles-original-spicypink-carbonara-red-2x-spicy-black-hot-chicken-green-jjajangyellow-cheese-korean-imported-ramen-i451478494.html,Punjab,Samyang Korean Ramen 6 Different Flavors Noodles (Original Orange+Pink+Red+Black+Green+Yellow) Korean Imported Ramen,451478494,3999,2949,"Rs. 2,949",5,1,6.01E+12,ImpoSeller,2199374336
No Brand,10002140,10002445,431002438,,//www.daraz.pk/products/60-i431002438.html,Sindh,Indomie Cup Noodles Vegetable Flavour 60 gram ( IMPORTED ),431002438,1199,549,Rs. 549,,,6.01E+12,SUB KUCH MIL JAE GA,2055793139
MIABC,10002140,10002445,299094274,438 sold,//www.daraz.pk/products/mi-abc-salera-pedas-hot-semur-chicken-flavour-instant-noodles-instant-spicy-noodles-jumbo-pack-bundle-of-12-i299094274.html,Sindh,Pack of 12 Indonesian Noodles  - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles  - Fiery Noodles -  Abc Noodles 12 Selera Pedas Noodles -  Flavour Noodles In One Pack -  Instant Spicy Noodles Family Pack (Pack of 12),299094274,2000,1755,"Rs. 1,755",4.538461538,52,6.01E+12,ABC Noodles,1617450497
No Brand,10002142,10002450,291170344,152 sold,//www.daraz.pk/products/noodi-shrimp-flavor-instant-noodles-70g-pack-of-5-noodles-available-in-10-exciting-flavors-i291170344.html,Sindh,"Noodi Shrimp Flavor Instant Noodles, 70g, Pack of 5 Noodles (Available in 10 Exciting Flavors)",291170344,999,699,Rs. 699,4.785714286,28,6.01E+12,Sinan Enterprise,1564485303
No Brand,10002142,10002450,444167904,40 sold,//www.daraz.pk/products/korean-noodles-pack-of-5-hot-chicken-flavor-ramen-instant-noodles-korean-noodles-halal-noodles-korean-spicy-noodles-noodles-i444167904.html,Punjab,Korean Noodles Pack of 5 | Hot Chicken Flavor Ramen | Instant Noodles | Korean Noodles | Halal Noodles | Korean Spicy Noodles | Noodles,444167904,3333,2680,"Rs. 2,680",4.2,5,6.01E+12,Infinity Box,2132589216
No Brand,10002140,10002445,197890720,27 sold,//www.daraz.pk/products/5-400-i197890720.html,Punjab,SUREE RICE STICKS NOODLES  5mm – 400GM,197890720,,795,Rs. 795,5,2,6.01E+12,Ibn E Battuta Mall,1393716380
Family Foods,10002140,10002445,346748577,359 sold,//www.daraz.pk/products/instant-noodles-pasta-1-kg-pack-with-free-noodles-masala-i346748577.html,Punjab,Instant Noodles Pasta - 1 KG Pack - With Free Noodles Masala,346748577,1400,850,Rs. 850,4.030612245,98,22447,Family Store (Lahore),1773920382
